ispitanik	re? 1	re?2	modalitet	zadatak	response	malo dummy	mnogo dummy
b17	san	mašta	nula	free	0	0	0
b17	verovanje	religija	nula	free	0	0	0
b17	dogovor	politika	nula	free	0	0	0
b17	snaga	sila	nula	free	0	0	0
b17	plakat	bilbord	malo	free	0	1	0
b17	odžak	krov	malo	free	1	1	0
b17	igla	ubod	malo	free	0	1	0
b17	sijalica	bandera	malo	free	0	1	0
b17	sveska	olovka	malo	free	0	1	0
b17	leptir	cvr?ak 	malo	free	0	1	0
b17	šiške	trepavice	malo	free	1	1	0
b17	fotografija	slika	malo	free	0	1	0
b17	nož	kutla?a	malo	free	0	1	0
b17	ekran	monitor	malo	free	1	1	0
b17	cigla	kamen	malo	free	0	1	0
b17	?arapa	patika	mnogo	free	0	0	1
b17	narandža	breskva	mnogo	free	0	0	1
b17	vosak	sve?a	mnogo	free	0	0	1
b17	deterdžent	sapun	mnogo	free	0	0	1
b17	autobus	automobil	mnogo	free	1	0	1
b17	pepeljara	cigareta	mnogo	free	0	0	1
b17	cimet	bosiljak	mnogo	free	1	0	1
b17	kiša	žaba	mnogo	free	1	0	1
b17	tastatura	kompjuter	mnogo	free	0	0	1
b17	reka	voda	mnogo	free	0	0	1
b17	cvet	p?ela	mnogo	free	0	0	1
b18	teorija	nauka	nula	free	0	0	0
b18	znanje	memorija	nula	free	0	0	0
b18	nasilje	agresija	nula	free	0	0	0
b18	poštenje	moral	nula	free	0	0	0
b18	ljubomora	zavist	nula	free	0	0	0
b18	šansa	prilika	nula	free	0	0	0
b18	optimizam	nada	nula	free	0	0	0
b18	san	mašta	nula	free	1	0	0
b18	verovanje	religija	nula	free	1	0	0
b18	dogovor	politika	nula	free	0	0	0
b18	snaga	sila	nula	free	0	0	0
b18	plakat	bilbord	malo	free	0	1	0
b18	odžak	krov	malo	free	0	1	0
b18	igla	ubod	malo	free	1	1	0
b18	sijalica	bandera	malo	free	0	1	0
b18	sveska	olovka	malo	free	1	1	0
b18	leptir	cvr?ak 	malo	free	0	1	0
b18	šiške	trepavice	malo	free	1	1	0
b18	fotografija	slika	malo	free	0	1	0
b18	nož	kutla?a	malo	free	1	1	0
b18	ekran	monitor	malo	free	1	1	0
b18	cigla	kamen	malo	free	0	1	0
b18	?arapa	patika	mnogo	free	0	0	1
b18	narandža	breskva	mnogo	free	1	0	1
b18	vosak	sve?a	mnogo	free	0	0	1
b18	deterdžent	sapun	mnogo	free	0	0	1
b18	autobus	automobil	mnogo	free	0	0	1
b18	pepeljara	cigareta	mnogo	free	1	0	1
b18	cimet	bosiljak	mnogo	free	0	0	1
b18	kiša	žaba	mnogo	free	0	0	1
b18	tastatura	kompjuter	mnogo	free	1	0	1
b18	reka	voda	mnogo	free	0	0	1
b18	cvet	p?ela	mnogo	free	1	0	1
